Trial 1:0back,Trial 6:0back,,,
33.672,36.095,,,
33.6,36.081,,,
33.528,36.071,,,
33.456,36.066,,,
33.386,36.066,,,
33.317,36.07,,,
33.249,36.078,,,
33.183,36.09,,,
33.117,36.104,,,
33.053,36.121,,,
32.989,36.138,,,
32.926,36.157,,,
32.864,36.176,,,
32.802,36.193,,,
32.74,36.21,,,
32.679,36.225,,,
32.618,36.238,,,
32.557,36.248,,,
32.497,36.256,,,
32.438,36.26,,,
32.38,36.26,,,
32.323,36.258,,,
32.268,36.252,,,
32.214,36.243,,,
32.162,36.232,,,
32.111,36.218,,,
32.062,36.202,,,
32.014,36.182,,,
31.967,36.16,,,
31.92,36.135,,,
31.874,36.108,,,
31.828,36.079,,,
31.782,36.049,,,
31.736,36.018,,,
31.689,35.986,,,
31.64,35.953,,,
31.591,35.919,,,
31.541,35.885,,,
31.491,35.849,,,
31.441,35.812,,,
31.395,35.775,,,
31.355,35.737,,,
31.324,35.699,,,
31.305,35.66,,,
31.303,35.621,,,
31.322,35.581,,,
31.367,35.54,,,
31.444,35.498,,,
31.555,35.454,,,
31.704,35.409,,,
31.892,35.362,,,
32.122,35.314,,,
32.391,35.264,,,
32.699,35.214,,,
33.042,35.163,,,
33.416,35.112,,,
33.817,35.062,,,
34.239,35.014,,,
34.677,34.968,,,
35.123,34.925,,,
35.572,34.884,,,
36.018,34.845,,,
36.456,34.809,,,
36.881,34.776,,,
37.288,34.744,,,
37.674,34.713,,,
38.035,34.684,,,
38.37,34.654,,,
38.675,34.625,,,
38.951,34.596,,,
39.196,34.567,,,
39.411,34.538,,,
39.596,34.508,,,
39.751,34.478,,,
39.878,34.449,,,
39.978,34.419,,,
40.051,34.389,,,
40.1,34.359,,,
40.125,34.329,,,
40.129,34.3,,,
40.112,34.27,,,
40.076,34.242,,,
40.022,34.214,,,
39.953,34.188,,,
39.869,34.163,,,
39.772,34.139,,,
39.664,34.117,,,
39.546,34.097,,,
39.419,34.076,,,
39.285,34.055,,,
39.144,34.035,,,
38.998,34.014,,,
38.847,33.993,,,
38.693,33.972,,,
38.534,33.952,,,
38.373,33.933,,,
38.209,33.916,,,
38.043,33.901,,,
37.876,33.887,,,
37.706,33.873,,,
37.536,33.861,,,
37.365,33.849,,,
37.194,33.837,,,
37.023,33.825,,,
36.853,33.813,,,
36.685,33.802,,,
36.52,33.79,,,
36.359,33.781,,,
36.203,33.774,,,
36.053,33.773,,,
35.908,33.777,,,
35.77,33.79,,,
35.641,33.814,,,
35.52,33.853,,,
35.409,33.909,,,
35.309,33.984,,,
35.22,34.079,,,
35.143,34.195,,,
35.077,34.332,,,
35.023,34.49,,,
34.981,34.667,,,
34.95,34.863,,,
34.931,35.073,,,
34.922,35.296,,,
34.922,35.528,,,
34.931,35.765,,,
34.946,36.004,,,
34.968,36.241,,,
34.995,36.474,,,
35.025,36.699,,,
35.058,36.915,,,
35.093,37.12,,,
35.128,37.311,,,
35.162,37.488,,,
35.195,37.65,,,
35.225,37.794,,,
35.253,37.921,,,
35.278,38.031,,,
35.299,38.124,,,
35.316,38.202,,,
35.328,38.264,,,
35.334,38.312,,,
35.336,38.347,,,
35.331,38.369,,,
35.322,38.379,,,
35.306,38.379,,,
35.286,38.369,,,
35.261,38.35,,,
35.231,38.324,,,
35.197,38.291,,,
35.158,38.253,,,
35.115,38.209,,,
35.068,38.16,,,
35.018,38.106,,,
34.965,38.048,,,
34.91,37.986,,,
34.853,37.92,,,
34.795,37.851,,,
34.737,37.781,,,
34.678,37.709,,,
34.619,37.637,,,
34.559,37.565,,,
34.5,37.493,,,
34.439,37.423,,,
34.378,37.355,,,
34.316,37.29,,,
34.252,37.227,,,
34.187,37.166,,,
34.121,37.106,,,
34.054,37.048,,,
33.987,36.991,,,
33.92,36.934,,,
33.852,36.877,,,
33.785,36.819,,,
33.718,36.76,,,
33.651,36.702,,,
33.585,36.643,,,
33.519,36.584,,,
33.454,36.526,,,
33.391,36.469,,,
33.329,36.414,,,
33.269,36.362,,,
33.21,36.313,,,
33.153,36.267,,,
33.097,36.226,,,
33.043,36.19,,,
32.99,36.158,,,
32.939,36.131,,,
32.888,36.108,,,
32.839,36.09,,,
32.79,36.076,,,
32.741,36.066,,,
32.692,36.058,,,
32.643,36.054,,,
32.592,36.052,,,
32.542,36.053,,,
32.49,36.057,,,
32.437,36.063,,,
32.384,36.07,,,
32.33,36.079,,,
32.275,36.089,,,
32.22,36.099,,,
32.165,36.11,,,
32.109,36.121,,,
32.053,36.131,,,
31.997,36.14,,,
31.941,36.148,,,
31.886,36.154,,,
31.83,36.157,,,
31.776,36.158,,,
31.723,36.155,,,
31.674,36.149,,,
31.631,36.141,,,
31.597,36.13,,,
31.576,36.117,,,
31.572,36.101,,,
31.59,36.083,,,
31.634,36.063,,,
31.709,36.041,,,
31.817,36.017,,,
31.962,35.99,,,
32.146,35.961,,,
32.368,35.93,,,
32.629,35.896,,,
32.925,35.861,,,
33.254,35.824,,,
33.612,35.786,,,
33.994,35.747,,,
34.393,35.708,,,
34.804,35.668,,,
35.22,35.629,,,
35.637,35.59,,,
36.048,35.55,,,
36.448,35.511,,,
36.833,35.472,,,
37.199,35.432,,,
37.542,35.391,,,
37.861,35.35,,,
38.153,35.308,,,
38.416,35.265,,,
38.651,35.223,,,
38.855,35.18,,,
39.03,35.138,,,
39.175,35.096,,,
39.292,35.054,,,
39.381,35.011,,,
39.444,34.968,,,
39.482,34.924,,,
39.496,34.881,,,
39.49,34.838,,,
39.463,34.795,,,
39.419,34.753,,,
39.357,34.712,,,
39.281,34.673,,,
39.191,34.636,,,
39.09,34.601,,,
38.979,34.568,,,
38.859,34.537,,,
38.731,34.507,,,
38.595,34.477,,,
38.453,34.449,,,
38.306,34.42,,,
38.155,34.392,,,
38.001,34.364,,,
37.844,34.336,,,
37.685,34.307,,,
37.526,34.278,,,
37.366,34.249,,,
37.207,34.22,,,
37.048,34.191,,,
36.89,34.162,,,
36.734,34.135,,,
36.579,34.108,,,
36.426,34.083,,,
36.274,34.058,,,
36.124,34.035,,,
35.976,34.013,,,
35.83,33.992,,,
35.687,33.972,,,
35.546,33.953,,,
35.41,33.935,,,
35.278,33.916,,,
35.153,33.896,,,
35.034,33.875,,,
34.923,33.852,,,
34.821,33.829,,,
34.729,33.806,,,
34.646,33.785,,,
34.574,33.768,,,
34.512,33.755,,,
34.46,33.749,,,
34.418,33.752,,,
34.387,33.766,,,
34.364,33.794,,,
34.351,33.838,,,
34.346,33.899,,,
34.348,33.979,,,
34.356,34.08,,,
34.368,34.201,,,
34.383,34.341,,,
34.401,34.5,,,
34.421,34.675,,,
34.441,34.864,,,
34.462,35.065,,,
34.483,35.275,,,
34.502,35.492,,,
34.519,35.714,,,
34.535,35.937,,,
34.548,36.159,,,
34.559,36.377,,,
34.568,36.59,,,
34.572,36.794,,,
34.573,36.988,,,
34.57,37.171,,,
34.562,37.341,,,
34.549,37.497,,,
34.532,37.64,,,
34.511,37.768,,,
34.485,37.88,,,
34.455,37.977,,,
34.42,38.059,,,
34.382,38.125,,,
34.342,38.176,,,
34.299,38.212,,,
34.254,38.235,,,
34.208,38.245,,,
34.161,38.244,,,
34.113,38.231,,,
34.063,38.208,,,
34.013,38.175,,,
33.961,38.135,,,
33.908,38.087,,,
33.853,38.033,,,
33.796,37.973,,,
33.736,37.908,,,
33.674,37.838,,,
33.61,37.765,,,
33.544,37.689,,,
33.477,37.611,,,
33.41,37.533,,,
33.341,37.453,,,
33.273,37.374,,,
33.205,37.294,,,
33.137,37.215,,,
33.07,37.135,,,
33.003,37.057,,,
32.938,36.98,,,
32.874,36.903,,,
32.81,36.828,,,
32.748,36.754,,,
32.687,36.681,,,
32.627,36.608,,,
32.567,36.537,,,
32.509,36.468,,,
32.452,36.399,,,
32.397,36.333,,,
32.344,36.268,,,
32.293,36.205,,,
32.245,36.144,,,
32.198,36.085,,,
32.153,36.029,,,
32.108,35.975,,,
32.065,35.923,,,
32.022,35.874,,,
31.979,35.829,,,
31.936,35.787,,,
31.892,35.749,,,
31.848,35.716,,,
31.804,35.686,,,
31.758,35.661,,,
31.712,35.64,,,
31.665,35.625,,,
31.617,35.615,,,
31.569,35.61,,,
31.519,35.611,,,
31.469,35.616,,,
31.418,35.624,,,
31.367,35.635,,,
31.316,35.647,,,
31.266,35.659,,,
31.219,35.672,,,
31.176,35.684,,,
31.14,35.694,,,
31.115,35.704,,,
31.105,35.713,,,
31.113,35.721,,,
31.145,35.728,,,
31.204,35.733,,,
31.294,35.736,,,
31.418,35.736,,,
31.578,35.734,,,
31.775,35.73,,,
32.009,35.724,,,
32.278,35.716,,,
32.579,35.705,,,
32.909,35.693,,,
33.262,35.678,,,
33.636,35.66,,,
34.023,35.639,,,
34.419,35.614,,,
34.819,35.585,,,
35.216,35.554,,,
35.605,35.519,,,
35.982,35.481,,,
36.343,35.441,,,
36.684,35.399,,,
37.002,35.354,,,
37.296,35.308,,,
37.563,35.261,,,
37.803,35.213,,,
38.015,35.164,,,
38.2,35.114,,,
38.356,35.065,,,
38.486,35.016,,,
38.588,34.967,,,
38.665,34.919,,,
38.717,34.872,,,
38.746,34.825,,,
38.753,34.779,,,
38.739,34.735,,,
38.706,34.692,,,
38.655,34.652,,,
38.588,34.612,,,
38.506,34.573,,,
38.412,34.534,,,
38.305,34.496,,,
38.19,34.457,,,
38.065,34.418,,,
37.935,34.379,,,
37.799,34.338,,,
37.66,34.297,,,
37.519,34.256,,,
37.376,34.214,,,
37.233,34.173,,,
37.088,34.132,,,
36.944,34.092,,,
36.799,34.054,,,
36.655,34.016,,,
36.511,33.979,,,
36.368,33.942,,,
36.226,33.906,,,
36.086,33.871,,,
35.947,33.837,,,
35.81,33.804,,,
35.674,33.771,,,
35.54,33.739,,,
35.409,33.707,,,
35.28,33.676,,,
35.154,33.646,,,
35.032,33.617,,,
34.914,33.588,,,
34.801,33.559,,,
34.693,33.53,,,
34.591,33.502,,,
34.495,33.474,,,
34.407,33.446,,,
34.327,33.419,,,
34.255,33.392,,,
34.192,33.367,,,
34.136,33.343,,,
34.089,33.322,,,
34.051,33.303,,,
34.02,33.29,,,
33.997,33.285,,,
33.981,33.29,,,
33.972,33.307,,,
33.968,33.337,,,
33.97,33.383,,,
33.976,33.446,,,
33.986,33.527,,,
33.999,33.628,,,
34.015,33.751,,,
34.032,33.894,,,
34.051,34.059,,,
34.072,34.244,,,
34.092,34.447,,,
34.114,34.667,,,
34.135,34.9,,,
34.155,35.145,,,
34.174,35.399,,,
34.191,35.659,,,
34.204,35.922,,,
34.214,36.185,,,
34.219,36.446,,,
34.219,36.702,,,
34.214,36.951,,,
34.203,37.19,,,
34.187,37.419,,,
34.165,37.634,,,
34.139,37.835,,,
34.109,38.02,,,
34.076,38.188,,,
34.04,38.339,,,
34,38.471,,,
33.958,38.585,,,
33.913,38.681,,,
33.865,38.758,,,
33.815,38.818,,,
33.761,38.861,,,
33.705,38.887,,,
33.646,38.898,,,
33.586,38.896,,,
33.525,38.881,,,
33.463,38.855,,,
33.402,38.82,,,
33.341,38.775,,,
33.28,38.723,,,
33.22,38.664,,,
33.159,38.601,,,
33.099,38.533,,,
33.04,38.463,,,
32.98,38.39,,,
32.922,38.315,,,
32.866,38.239,,,
32.81,38.163,,,
32.756,38.087,,,
32.704,38.012,,,
32.653,37.938,,,
32.602,37.866,,,
32.553,37.797,,,
32.504,37.729,,,
32.456,37.663,,,
32.408,37.599,,,
32.359,37.536,,,
32.31,37.475,,,
32.261,37.415,,,
32.212,37.356,,,
32.164,37.297,,,
32.116,37.238,,,
32.068,37.178,,,
32.02,37.117,,,
31.973,37.057,,,
31.927,36.996,,,
31.881,36.936,,,
31.836,36.876,,,
31.79,36.819,,,
31.745,36.763,,,
31.701,36.71,,,
31.656,36.66,,,
31.612,36.613,,,
31.568,36.569,,,
31.524,36.527,,,
31.479,36.489,,,
31.435,36.454,,,
31.391,36.423,,,
31.349,36.396,,,
31.307,36.373,,,
31.269,36.355,,,
31.234,36.341,,,
31.206,36.332,,,
31.188,36.327,,,
31.181,36.326,,,
31.19,36.327,,,
31.219,36.332,,,
31.271,36.337,,,
31.349,36.344,,,
31.458,36.35,,,
31.598,36.355,,,
31.773,36.359,,,
31.981,36.362,,,
32.222,36.362,,,
32.494,36.361,,,
32.794,36.358,,,
33.116,36.354,,,
33.458,36.349,,,
33.813,36.342,,,
34.177,36.334,,,
34.543,36.324,,,
34.908,36.314,,,
35.265,36.302,,,
35.611,36.288,,,
35.941,36.272,,,
36.253,36.253,,,
36.542,36.231,,,
36.807,36.206,,,
37.046,36.178,,,
37.258,36.147,,,
37.442,36.112,,,
37.597,36.075,,,
37.724,36.035,,,
37.823,35.994,,,
37.896,35.952,,,
37.944,35.909,,,
37.969,35.864,,,
37.972,35.818,,,
37.956,35.772,,,
37.923,35.725,,,
37.873,35.679,,,
37.81,35.632,,,
37.734,35.585,,,
37.647,35.537,,,
37.55,35.489,,,
37.445,35.441,,,
37.333,35.392,,,
37.215,35.342,,,
37.093,35.293,,,
36.966,35.243,,,
36.836,35.193,,,
36.703,35.142,,,
36.569,35.092,,,
36.434,35.042,,,
36.299,34.991,,,
36.164,34.941,,,
36.029,34.891,,,
35.896,34.84,,,
35.765,34.79,,,
35.636,34.739,,,
35.509,34.689,,,
35.384,34.64,,,
35.261,34.591,,,
35.14,34.543,,,
35.021,34.497,,,
34.904,34.451,,,
34.79,34.408,,,
34.678,34.366,,,
34.57,34.326,,,
34.466,34.288,,,
34.365,34.251,,,
34.269,34.217,,,
34.179,34.185,,,
34.094,34.153,,,
34.016,34.123,,,
33.944,34.093,,,
33.88,34.063,,,
33.823,34.033,,,
33.774,34.004,,,
33.733,33.975,,,
33.7,33.946,,,
33.675,33.917,,,
33.659,33.889,,,
33.651,33.862,,,
33.65,33.835,,,
33.657,33.809,,,
33.671,33.782,,,
33.691,33.756,,,
33.716,33.73,,,
33.745,33.705,,,
33.777,33.682,,,
33.812,33.66,,,
33.847,33.641,,,
33.882,33.624,,,
33.916,33.611,,,
33.949,33.604,,,
33.979,33.605,,,
34.007,33.615,,,
34.03,33.638,,,
34.049,33.677,,,
34.063,33.734,,,
34.071,33.812,,,
34.075,33.913,,,
34.074,34.038,,,
34.067,34.187,,,
34.056,34.361,,,
34.041,34.559,,,
34.023,34.778,,,
34,35.016,,,
33.975,35.272,,,
33.947,35.541,,,
33.917,35.82,,,
33.884,36.106,,,
33.848,36.394,,,
33.81,36.683,,,
33.771,36.967,,,
33.729,37.245,,,
33.686,37.514,,,
33.641,37.771,,,
33.596,38.014,,,
33.549,38.242,,,
33.503,38.453,,,
33.455,38.645,,,
33.408,38.819,,,
33.36,38.973,,,
33.312,39.108,,,
33.263,39.224,,,
33.214,39.321,,,
33.164,39.401,,,
33.114,39.464,,,
33.064,39.511,,,
33.013,39.545,,,
32.963,39.566,,,
32.914,39.575,,,
32.866,39.573,,,
32.817,39.56,,,
32.77,39.537,,,
32.723,39.504,,,
32.677,39.463,,,
32.632,39.415,,,
32.588,39.359,,,
32.545,39.298,,,
32.501,39.232,,,
32.458,39.163,,,
32.415,39.09,,,
32.372,39.015,,,
32.328,38.939,,,
32.285,38.862,,,
32.242,38.785,,,
32.199,38.709,,,
32.156,38.634,,,
32.113,38.561,,,
32.07,38.49,,,
32.027,38.422,,,
31.983,38.356,,,
31.94,38.293,,,
31.897,38.232,,,
31.855,38.173,,,
31.813,38.115,,,
31.771,38.059,,,
31.729,38.003,,,
31.688,37.948,,,
31.647,37.894,,,
31.607,37.839,,,
31.569,37.784,,,
31.534,37.729,,,
31.505,37.675,,,
31.485,37.621,,,
31.476,37.568,,,
31.483,37.516,,,
31.51,37.467,,,
31.56,37.418,,,
31.636,37.372,,,
31.742,37.327,,,
31.88,37.285,,,
32.049,37.245,,,
32.25,37.208,,,
32.482,37.174,,,
32.742,37.142,,,
33.025,37.113,,,
33.33,37.087,,,
33.65,37.064,,,
33.981,37.045,,,
34.318,37.03,,,
34.656,37.019,,,
34.989,37.012,,,
35.314,37.009,,,
35.627,37.009,,,
35.922,37.01,,,
36.199,37.013,,,
36.453,37.016,,,
36.682,37.018,,,
36.886,37.019,,,
37.064,37.017,,,
37.216,37.012,,,
37.341,37.004,,,
37.44,36.993,,,
37.513,36.978,,,
37.562,36.96,,,
37.587,36.939,,,
37.591,36.915,,,
37.575,36.887,,,
37.542,36.856,,,
37.493,36.821,,,
37.431,36.783,,,
37.358,36.743,,,
37.275,36.7,,,
37.183,36.655,,,
37.085,36.609,,,
36.98,36.561,,,
36.868,36.513,,,
36.751,36.464,,,
36.628,36.414,,,
36.502,36.365,,,
36.372,36.315,,,
36.239,36.265,,,
36.105,36.214,,,
35.97,36.164,,,
35.835,36.112,,,
35.701,36.061,,,
35.568,36.008,,,
35.435,35.955,,,
35.305,35.9,,,
35.176,35.844,,,
35.05,35.787,,,
34.926,35.728,,,
34.804,35.668,,,
34.685,35.607,,,
34.568,35.546,,,
34.452,35.484,,,
34.338,35.423,,,
34.227,35.363,,,
34.12,35.305,,,
34.015,35.248,,,
33.915,35.193,,,
33.82,35.139,,,
33.729,35.088,,,
33.645,35.039,,,
33.569,34.992,,,
33.5,34.946,,,
33.439,34.903,,,
33.388,34.862,,,
33.347,34.822,,,
33.315,34.784,,,
33.293,34.748,,,
33.282,34.712,,,
33.279,34.678,,,
33.286,34.644,,,
33.302,34.611,,,
33.324,34.578,,,
33.353,34.545,,,
33.387,34.511,,,
33.425,34.478,,,
33.465,34.444,,,
33.506,34.411,,,
33.548,34.378,,,
33.589,34.345,,,
33.63,34.313,,,
33.668,34.282,,,
33.704,34.25,,,
33.737,34.218,,,
33.766,34.185,,,
33.79,34.152,,,
33.81,34.118,,,
33.824,34.084,,,
33.833,34.049,,,
33.837,34.013,,,
33.836,33.978,,,
33.83,33.944,,,
33.819,33.914,,,
33.804,33.888,,,
33.785,33.868,,,
33.763,33.856,,,
33.738,33.854,,,
33.711,33.864,,,
33.681,33.889,,,
33.651,33.931,,,
33.619,33.992,,,
33.587,34.075,,,
33.554,34.18,,,
33.52,34.309,,,
33.486,34.462,,,
33.452,34.64,,,
33.417,34.841,,,
33.381,35.064,,,
33.344,35.308,,,
33.306,35.568,,,
33.267,35.844,,,
33.226,36.13,,,
33.184,36.424,,,
33.141,36.721,,,
33.097,37.019,,,
33.054,37.314,,,
33.01,37.604,,,
32.966,37.884,,,
32.923,38.154,,,
32.88,38.409,,,
32.838,38.647,,,
32.797,38.867,,,
32.756,39.068,,,
32.716,39.248,,,
32.677,39.407,,,
32.638,39.545,,,
32.599,39.663,,,
32.56,39.76,,,
32.522,39.838,,,
32.484,39.897,,,
32.447,39.939,,,
32.41,39.965,,,
32.374,39.977,,,
32.339,39.975,,,
32.304,39.961,,,
32.269,39.935,,,
32.234,39.899,,,
32.2,39.854,,,
32.165,39.8,,,
32.13,39.738,,,
32.095,39.671,,,
32.06,39.599,,,
32.026,39.524,,,
31.993,39.448,,,
31.959,39.371,,,
31.926,39.295,,,
31.892,39.218,,,
31.859,39.142,,,
31.826,39.066,,,
31.796,38.99,,,
31.77,38.914,,,
31.75,38.838,,,
31.739,38.76,,,
31.738,38.682,,,
31.752,38.605,,,
31.784,38.527,,,
31.837,38.45,,,
31.915,38.373,,,
32.02,38.295,,,
32.154,38.216,,,
32.319,38.136,,,
32.513,38.055,,,
32.735,37.972,,,
32.985,37.888,,,
33.257,37.802,,,
33.55,37.715,,,
33.857,37.626,,,
34.176,37.537,,,
34.499,37.447,,,
34.822,37.358,,,
35.14,37.271,,,
35.448,37.186,,,
35.742,37.103,,,
36.018,37.024,,,
36.273,36.948,,,
36.506,36.877,,,
36.715,36.809,,,
36.899,36.746,,,
37.057,36.687,,,
37.191,36.633,,,
37.3,36.581,,,
37.387,36.533,,,
37.45,36.487,,,
37.494,36.444,,,
37.519,36.402,,,
37.526,36.361,,,
37.518,36.321,,,
37.495,36.282,,,
37.459,36.245,,,
37.411,36.208,,,
37.353,36.173,,,
37.286,36.138,,,
37.21,36.103,,,
37.127,36.068,,,
37.036,36.032,,,
36.939,35.997,,,
36.837,35.961,,,
36.729,35.925,,,
36.617,35.889,,,
36.502,35.852,,,
36.384,35.814,,,
36.263,35.775,,,
36.141,35.735,,,
36.018,35.693,,,
35.894,35.651,,,
35.77,35.608,,,
35.646,35.564,,,
35.522,35.52,,,
35.397,35.474,,,
35.273,35.427,,,
35.149,35.38,,,
35.026,35.333,,,
34.903,35.285,,,
34.782,35.237,,,
34.663,35.188,,,
34.547,35.137,,,
34.434,35.085,,,
34.324,35.031,,,
34.22,34.976,,,
34.121,34.92,,,
34.029,34.863,,,
33.944,34.807,,,
33.868,34.752,,,
33.8,34.698,,,
33.742,34.645,,,
33.694,34.596,,,
33.656,34.549,,,
33.628,34.506,,,
33.61,34.467,,,
33.602,34.43,,,
33.605,34.395,,,
33.617,34.362,,,
33.638,34.329,,,
33.666,34.297,,,
33.701,34.266,,,
33.742,34.234,,,
33.787,34.202,,,
33.835,34.171,,,
33.886,34.14,,,
33.937,34.109,,,
33.988,34.078,,,
34.039,34.048,,,
34.088,34.02,,,
34.135,33.993,,,
34.18,33.967,,,
34.223,33.942,,,
34.263,33.919,,,
34.299,33.897,,,
34.331,33.877,,,
34.359,33.858,,,
